IDN,NEFNNR,NEFNR,NEFPR,NEFPPR,NEFNENR,NEFNCR,NEFPCR,NEFER,NEFECR,NITDR,NITFR,NITAR,NITMR,NITCDFR,NITCFAR,NITER,NITAIR,NITCFAIR,NITEIR,NPDRR,NPDDR,NAMBR,NAFR,NIPPR,NIPDR,NIDGR,NIDPR,NIDDR,NTRANS,NINTER
240619_07_AB301_SZ.XLSX,0.0,0.0,0.4,0.3,0.3,0.0,0.7,1.0,0.7,0.0,0.3,0.7,0.0,0.3,1.0,0.7,0.7,1.0,0.7,0.0,0.0,0.1,0.0,1.0,0.1,0.0,0.0,0.0,0.0,0.0
240619_07_AB314_GA.XLSX,0.0,0.0,0.6,0.1,0.3,0.0,0.7,0.8,0.7,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.3,0.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
240619_07_AB315_JF.XLSX,0.0,0.0,0.2,0.0,0.8,0.0,0.2,0.2,0.2,0.0,0.3,0.7,0.0,0.3,1.0,0.7,0.7,1.0,0.7,0.0,0.0,0.0,0.1,0.8,0.2,0.1,0.3,0.1,0.0,0.0
240619_08_AB308_JF.XLSX,0.0,0.4,0.1,0.0,0.6,0.4,0.1,-0.4,-0.4,0.3,0.7,0.0,0.0,1.0,0.7,-0.3,0.0,0.7,-0.3,0.0,0.7,0.3,0.4,0.1,0.5,0.0,0.0,0.0,0.0,0.0
240619_08_AB309_GA.XLSX,0.0,0.0,0.3,0.0,0.7,0.0,0.3,0.3,0.3,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.3,0.0,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0
240619_08_AB313_SZ.XLSX,0.0,0.0,0.1,0.0,0.9,0.0,0.1,0.1,0.1,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
240619_09_AB306_SZ.XLSX,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1,0.3,0.5,0.1,0.4,0.8,0.4444444444444444,0.6,0.9,0.5,0.2,0.1,0.3,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0
240619_09_AB307_GA.XLSX,0.0,0.0,0.2,0.0,0.8,0.0,0.2,0.2,0.2,0.8,0.1,0.1,0.0,0.9,0.2,-0.7,0.1,0.2,-0.7,0.0,0.5,0.1,0.0,0.7,0.0,0.1,0.0,0.0,0.0,1.0
240619_09_AB308_JF.XLSX,0.0,0.2,0.2,0.0,0.6,0.2,0.2,0.0,0.0,0.0,0.6,0.4,0.0,0.6,1.0,0.4,0.4,1.0,0.4,0.0,0.2,0.3,0.3,0.2,0.5,0.0,0.1,0.0,0.0,0.0
240624_01_BA301_LM.XLSX,0.0,0.0,0.2,0.0,0.8,0.0,0.2,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.2,0.3,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
240624_01_BA301_PVM.XLSX,0.0,0.0,0.2,0.1,0.7,0.0,0.3,0.4,0.3,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.1,0.3,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0
240624_01_BA318_AB.XLSX,0.0,0.0,0.3,0.0,0.7,0.0,0.3,0.3,0.3,0.1,0.1,0.8,0.0,0.2,0.9,0.7,0.8,0.9,0.7,0.0,0.2,0.1,0.0,0.3,0.2,0.0,0.0,0.0,0.0,0.0
240624_02_BA310_AB.XLSX,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3,0.6,0.1,0.3,0.9,0.6666666666666666,0.7,1.0,0.7,0.0,0.2,0.3,0.1,0.4,0.1,0.0,0.0,0.0,0.0,1.0
240624_02_BA310_LM.XLSX,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1,0.1,0.8,0.0,0.2,0.9,0.7,0.8,0.9,0.7,0.0,0.2,0.0,0.0,0.3,0.1,0.0,0.0,0.0,0.0,1.0
240624_02_BA313_PVM.XLSX,0.2,0.1,0.3,0.0,0.5,0.3,0.3,-0.3,-0.1,1.0,0.0,0.1,0.1,1.0,0.1,-1.0,0.1,0.1,-0.8,0.2,0.0,0.3,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
240624_03_BA314_AB.XLSX,0.0,0.0,0.1,0.1,0.9,0.0,0.1,0.2,0.1,1.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.3,0.3,0.0,0.0,0.0,0.2,0.1,0.1,0.0,0.0
240624_03_BA316_LM.XLSX,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,1.0,0.5,0.5,1.0,0.5,0.4,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
240624_03_BA318_PVM.XLSX,0.0,0.2,0.5,0.0,0.3,0.2,0.5,0.3,0.3,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.3,0.0,0.4,0.2,0.7,0.0,0.0,0.1,0.0,0.0,0.0
240624_04_BA302_AB.XLSX,0.0,0.0,0.1,0.0,0.9,0.0,0.1,0.1,0.1,0.0,0.2,0.8,0.0,0.2,1.0,0.8,0.8,1.0,0.8,0.0,0.5,0.4,0.0,0.4,0.2,0.0,0.0,0.1,0.0,0.0
240624_04_BA303_LM.XLSX,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.1,0.0,0.1,0.0,0.5,0.1,0.0,0.0,0.0,0.0,0.0
240624_04_BA317_LM.XLSX,0.0,0.0,0.6,0.0,0.4,0.0,0.6,0.6,0.6,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.2,0.5,0.3,0.4,0.0,0.0,0.0,0.0
240624_05_BA304_LM.XLSX,0.0,0.0,0.2,0.0,0.8,0.0,0.2,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.1,0.7,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
240624_05_BA305_AB.XLSX,0.0,0.1,0.4,0.0,0.5,0.1,0.4,0.3,0.3,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.3,0.0,0.0,0.7,0.4,0.0,0.1,0.4,0.0,0.0
240624_05_BA305_PVM.XLSX,0.1,0.1,0.3,0.3,0.4,0.1,0.5,0.6,0.4,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.2,0.3,0.0,0.0,0.7,0.4,0.0,0.3,0.3,0.0,0.0
240624_06_BA307_AB.XLSX,0.0,0.1,0.0,0.0,0.9,0.1,0.0,-0.1,-0.1,0.1,0.1,0.8,0.0,0.2,0.9,0.7,0.8,0.9,0.7,0.0,0.1,0.0,0.0,0.2,0.2,0.0,0.0,0.1,0.0,0.0
240624_06_BA311_LM.XLSX,0.0,0.1,0.0,0.1,0.8,0.1,0.1,0.1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6,0.2,0.0,0.0,0.0,0.0,0.0
240624_06_BA312_PVM.XLSX,0.0,0.0,0.3,0.0,0.7,0.0,0.3,0.3,0.3,0.0,0.1,0.9,0.0,0.1,1.0,0.9,0.9,1.0,0.9,0.0,0.0,0.2,0.2,0.5,0.0,0.0,0.0,0.0,0.0,0.0
240624_07_BA306_LM.XLSX,0.0,0.0,0.1,0.0,0.9,0.0,0.1,0.1,0.1,0.0,0.3,0.7,0.0,0.3,1.0,0.7,0.7,1.0,0.7,0.0,0.1,0.1,0.0,0.7,0.3,0.0,0.0,0.0,0.0,0.0
240624_07_BA306_PVM.XLSX,0.0,0.0,0.3,0.0,0.7,0.0,0.3,0.3,0.3,0.0,0.1,0.9,0.0,0.1,1.0,0.9,0.9,1.0,0.9,0.0,0.1,0.1,0.0,0.5,0.3,0.0,0.0,0.0,0.0,0.0
240624_07_BA308_AB.XLSX,0.0,0.1,0.1,0.0,0.8,0.1,0.1,0.0,0.0,0.0,0.1,0.9,0.0,0.1,1.0,0.9,0.9,1.0,0.9,0.0,0.8,0.0,0.0,0.5,0.3,0.0,0.0,0.1,0.0,0.0
240626_01_BB209_KL.XLSX,0.0,0.1,0.2,0.0,0.8,0.1,0.2,0.0,0.0,0.0,0.3,0.7,0.0,0.3,1.0,0.7,0.7,1.0,0.7,0.0,0.1,0.1,0.9,0.4,0.5,0.0,0.0,0.0,0.0,0.0
240626_01_BB211_JF.XLSX,0.0,0.1,0.6,0.0,0.4,0.1,0.6,0.4,0.4,0.0,0.6,0.4,0.0,0.6,1.0,0.4,0.4,1.0,0.4,0.0,0.0,0.1,0.4,0.6,0.1,0.0,0.0,0.2,0.0,0.0
240626_01_BB213_SZ.XLSX,0.0,0.0,0.4,0.1,0.6,0.0,0.4,0.5,0.4,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.9,0.0,0.1,0.0,0.0,0.0,0.0,0.0
240626_02_BB205_SZ.XLSX,0.0,0.0,0.1,0.0,0.9,0.0,0.1,0.1,0.1,0.1,0.3,0.6,0.0,0.4,0.9,0.5,0.6,0.9,0.5,0.0,0.2,0.0,0.9,0.0,0.2,0.0,0.0,0.0,0.0,0.0
240626_02_BB207_JF.XLSX,0.1,0.3,0.6,0.1,0.3,0.4,0.6,-0.1,-0.1,0.0,0.3,0.7,0.0,0.3,1.0,0.7,0.7,1.0,0.7,0.1,0.4,0.1,0.3,0.2,0.6,0.1,0.0,0.2,0.0,0.0
240626_02_BB207_KL.XLSX,0.2,0.3,0.4,0.3,0.2,0.5,0.5,-0.2,-0.2,0.0,0.2,0.8,0.0,0.2,1.0,0.8,0.8,1.0,0.8,0.1,0.4,0.1,0.9,0.2,0.6,0.0,0.0,0.3,0.0,0.0
240626_03_BB202_KL.XLSX,0.0,0.0,0.8,0.4,0.2,0.0,0.8,1.2,0.8,0.0,0.1,0.9,0.0,0.1,1.0,0.9,0.9,1.0,0.9,0.0,0.2,0.2,1.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0
240626_03_BB204_JF.XLSX,0.0,0.2,0.7,0.6,0.2,0.2,0.7,0.9,0.4,0.1,0.2,0.7,0.0,0.3,0.9,0.6,0.7,0.9,0.6,0.0,0.6,0.1,0.2,0.4,0.0,0.0,0.1,0.0,0.0,0.0
240626_03_BB219_SZ.XLSX,0.0,0.0,0.6,0.7,0.2,0.0,0.8,1.5,0.8,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.1,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0
240626_04_BB203_JF.XLSX,0.2,0.1,0.0,0.0,0.8,0.2,0.0,-0.4,-0.2,0.0,0.2,0.8,0.0,0.2,1.0,0.8,0.8,1.0,0.8,0.0,0.5,0.0,0.4,0.3,0.5,0.0,0.1,0.3,0.0,0.0
240626_04_BB206_KL.XLSX,0.0,0.1,0.1,0.0,0.8,0.1,0.1,0.0,0.0,0.1,0.2,0.7,0.0,0.3,0.9,0.6,0.7,0.9,0.6,0.2,0.1,0.5,0.6,0.3,0.5,0.0,0.0,0.2,0.0,0.0
240626_04_BB208_SZ.XLSX,0.0,0.0,0.2,0.1,0.8,0.0,0.2,0.3,0.2,0.0,0.0,0.7,0.3,0.0,0.7,1.0,1.0,1.0,1.0,0.0,0.5,0.2,0.0,0.2,0.5,0.0,0.1,0.0,0.0,4.0
240626_05_BB214_JF.XLSX,0.2,0.2,0.0,0.0,0.6,0.4,0.0,-0.6,-0.4,0.3,0.5,0.2,0.0,0.8,0.7,-0.1,0.2,0.7,-0.1,0.0,0.0,0.5,0.8,0.0,0.2,0.0,0.5,0.0,0.0,0.0
240626_05_BB215_KL.XLSX,0.0,0.2,0.2,0.0,0.6,0.2,0.2,0.0,0.0,0.1,0.3,0.6,0.0,0.4,0.9,0.5,0.6,0.9,0.5,0.0,0.1,0.2,0.8,0.4,0.2,0.0,0.0,0.1,0.0,0.0
240626_05_BB215_SZ.XLSX,0.0,0.0,0.5,0.1,0.5,0.0,0.5,0.6,0.5,0.3,0.3,0.4,0.0,0.6,0.7,0.1,0.4,0.7,0.1,0.0,0.1,0.3,0.5,0.4,0.2,0.0,0.0,0.1,0.0,0.0
240626_06_BB216_JF.XLSX,0.0,0.0,0.5,0.2,0.5,0.0,0.5,0.7,0.5,0.2,0.4,0.4,0.0,0.6,0.8,0.2,0.4,0.8,0.2,0.0,0.1,0.2,0.5,0.7,0.2,0.0,0.1,0.0,0.0,0.0
240626_06_BB217_KL.XLSX,0.2,0.0,0.7,0.1,0.2,0.2,0.8,0.3,0.4,0.5,0.3,0.2,0.0,0.8,0.5,-0.3,0.2,0.5,-0.3,0.0,0.0,0.1,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0
240626_06_BB220_SZ.XLSX,0.0,0.0,0.6,0.3,0.4,0.0,0.6,0.9,0.6,0.7,0.2,0.1,0.0,0.9,0.3,-0.6,0.1,0.3,-0.6,0.0,0.1,0.5,0.2,0.9,0.0,0.0,0.0,0.1,0.0,0.0
240627_01_BB221_GA.XLSX,0.0,0.1,0.1,0.0,0.8,0.1,0.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.2,0.2,0.6,0.3,0.4,0.1,0.0,0.1,0.0,0.0,0.0
240627_01_BB221_JF.XLSX,0.0,0.1,0.1,0.0,0.8,0.1,0.1,0.0,0.0,0.0,0.1,0.9,0.0,0.1,1.0,0.9,0.9,1.0,0.9,0.1,0.1,0.6,0.3,0.5,0.2,0.0,0.0,0.0,0.0,0.0
240627_01_BB222_KL.XLSX,0.0,0.1,0.1,0.0,0.9,0.1,0.1,-0.1,-0.1,0.2,0.5,0.3,0.0,0.7,0.8,0.1,0.3,0.8,0.1,0.0,0.3,0.1,0.6,0.0,0.2,0.0,0.0,0.0,0.0,0.0
240627_02_BB201_JF.XLSX,0.0,0.0,0.6,0.1,0.4,0.0,0.6,0.7,0.6,0.3,0.2,0.5,0.0,0.5,0.7,0.2,0.5,0.7,0.2,0.0,0.4,0.0,0.6,0.8,0.2,0.1,0.0,0.2,0.0,0.0
240627_02_BB203_KL.XLSX,0.1,0.0,0.4,0.0,0.6,0.1,0.4,0.1,0.2,0.3,0.3,0.4,0.0,0.6,0.7,0.1,0.4,0.7,0.1,0.0,0.3,0.0,0.3,0.6,0.4,0.0,0.0,0.0,0.0,0.0
240627_02_BB212_GA.XLSX,0.1,0.0,0.9,0.2,0.1,0.1,0.9,0.7,0.7,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.1,0.4,0.6,0.8,0.0,0.0,0.3,0.1,0.0,0.0
240627_03_BB205_GA.XLSX,0.0,0.0,0.3,0.0,0.7,0.0,0.3,0.3,0.3,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.1,0.0,0.9,0.3,0.0,0.0,0.0,0.0,0.0,0.0
240627_03_BB205_KL.XLSX,0.0,0.0,0.3,0.1,0.6,0.0,0.4,0.5,0.4,0.3,0.6,0.1,0.0,0.9,0.7,-0.2,0.1,0.7,-0.2,0.0,0.1,0.0,0.9,0.4,0.0,0.0,0.0,0.0,0.0,0.0
240627_03_BB207_JF.XLSX,0.0,0.2,0.5,0.2,0.4,0.2,0.5,0.3,0.2,0.0,0.1,0.9,0.0,0.1,1.0,0.9,0.9,1.0,0.9,0.0,0.0,0.2,0.8,0.5,0.4,0.2,0.0,0.1,0.0,0.0
240627_04_BB209_KL.XLSX,0.0,0.0,0.6,0.0,0.4,0.0,0.6,0.6,0.6,0.2,0.1,0.7,0.0,0.3,0.8,0.5,0.7,0.8,0.5,0.0,0.0,0.1,0.1,0.9,0.0,0.0,0.0,0.0,0.0,0.0
240627_04_BB211_GA.XLSX,0.0,0.0,0.8,0.1,0.2,0.0,0.8,0.9,0.8,0.2,0.4,0.4,0.0,0.6,0.8,0.2,0.4,0.8,0.2,0.2,0.0,0.7,0.2,0.7,0.1,0.1,0.0,0.2,0.0,0.0
240627_04_BB219_JF.XLSX,0.0,0.0,0.6,0.2,0.4,0.0,0.6,0.8,0.6,0.0,0.2,0.8,0.0,0.2,1.0,0.8,0.8,1.0,0.8,0.0,0.0,0.1,0.3,0.6,0.2,0.0,0.0,0.0,0.0,0.0
240627_05_BB202_KL.XLSX,0.0,0.0,0.7,0.4,0.2,0.0,0.8,1.2,0.8,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.1,0.0,0.0,0.7,0.1,0.0,0.1,0.0,0.0,0.0
240627_05_BB212_JF.XLSX,0.0,0.0,0.8,0.4,0.2,0.0,0.8,1.2,0.8,0.0,0.1,0.9,0.0,0.1,1.0,0.9,0.9,1.0,0.9,0.0,0.1,0.1,0.3,0.8,0.1,0.0,0.1,0.0,0.0,0.0
240627_05_BB215_GA.XLSX,0.0,0.0,0.1,0.0,0.9,0.0,0.1,0.1,0.1,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.2,0.2,0.6,0.0,0.2,0.0,0.0,0.0,0.0
240627_06_BB204_GA.XLSX,0.1,0.1,0.5,0.2,0.2,0.2,0.6,0.5,0.4,0.5,0.4,0.1,0.0,0.9,0.5,-0.4,0.1,0.5,-0.4,0.1,0.0,0.2,0.6,0.8,0.0,0.2,0.2,0.2,0.0,0.0
240627_06_BB206_JF.XLSX,0.0,0.0,0.1,0.0,0.9,0.0,0.1,0.1,0.1,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.1,0.5,0.0,0.3,0.6,0.2,0.2,0.3,0.0,0.0,0.0
240627_06_BB206_KL.XLSX,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2,0.2,0.6,0.0,0.4,0.8,0.4,0.6,0.8,0.4,0.1,0.8,0.0,0.3,0.6,0.2,0.1,0.1,0.0,0.0,0.0
240627_07_BB205_GA.XLSX,0.1,0.0,0.5,0.1,0.4,0.1,0.5,0.4,0.4,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.1,0.0,0.0,0.8,0.0,0.0,0.1,0.0,0.0,0.0
240627_07_BB208_JF.XLSX,0.3,0.5,0.3,0.0,0.2,0.6,0.3,-0.7,-0.4,0.0,0.5,0.5,0.0,0.5,1.0,0.5,0.5,1.0,0.5,0.0,0.1,0.2,0.1,0.5,0.2,0.0,0.5,0.0,0.0,0.0
240627_07_BB214_KL.XLSX,0.1,0.0,0.4,0.0,0.5,0.1,0.4,0.2,0.3,0.0,0.3,0.7,0.0,0.3,1.0,0.7,0.7,1.0,0.7,0.0,0.3,0.3,0.3,0.8,0.1,0.0,0.1,0.0,0.0,0.0
240627_08_BB216_KL.XLSX,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1,0.2,0.7,0.0,0.3,0.9,0.6,0.7,0.9,0.6,0.0,1.0,0.1,0.3,0.5,0.3,0.0,0.2,0.0,0.0,0.0
240627_08_BB217_GA.XLSX,0.1,0.0,0.6,0.0,0.3,0.1,0.6,0.4,0.5,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.2,0.8,0.2,0.2,0.2,0.0,0.0,0.0
240627_08_BB217_JF.XLSX,0.0,0.1,0.7,0.3,0.2,0.1,0.8,0.9,0.6,0.0,0.1,0.9,0.0,0.1,1.0,0.9,0.9,1.0,0.9,0.0,0.8,0.0,0.3,0.7,0.3,0.0,0.1,0.0,0.0,0.0
240628_01_AB302_SC.XLSX,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6,0.4,0.0,0.6,1.0,0.4,0.4,1.0,0.4,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
240628_01_AB303_SZ.XLSX,0.0,0.0,0.4,0.2,0.5,0.0,0.5,0.7,0.5,0.0,0.3,0.7,0.0,0.3,1.0,0.7,0.7,1.0,0.7,0.0,0.0,0.5,0.9,0.2,0.1,0.0,0.0,0.0,0.0,0.0
240628_01_AB313_JF.XLSX,0.0,0.1,0.3,0.1,0.6,0.1,0.3,0.3,0.2,0.1,0.7,0.2,0.0,0.8,0.9,0.1,0.2,0.9,0.1,0.0,0.0,0.3,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0
240628_02_AB401_JF.XLSX,0.0,0.1,0.2,0.0,0.7,0.1,0.2,0.1,0.1,0.0,0.1,0.9,0.0,0.1,1.0,0.9,0.9,1.0,0.9,0.0,0.3,0.1,0.4,0.7,0.5,0.0,0.0,0.0,0.0,0.0
240628_02_AB402_SZ.XLSX,0.0,0.0,0.9,0.5,0.0,0.0,1.0,1.5,1.0,0.1,0.3,0.6,0.0,0.4,0.9,0.5,0.6,0.9,0.5,0.0,0.0,0.1,0.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0
240628_02_AB403_SC.XLSX,0.0,0.1,0.5,0.0,0.4,0.1,0.5,0.4,0.4,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.1,0.4,0.6,0.2,0.0,0.0,0.0,0.0,0.0
240628_03_AB405_JF.XLSX,0.0,0.2,0.3,0.2,0.4,0.2,0.5,0.4,0.2,0.0,0.4,0.6,0.0,0.4,1.0,0.6,0.6,1.0,0.6,0.0,0.1,0.1,0.6,0.8,0.7,0.1,0.0,0.1,0.0,0.0
240628_03_AB405_SZ.XLSX,0.0,0.0,0.3,0.3,0.4,0.0,0.6,0.9,0.6,0.1,0.3,0.6,0.0,0.4,0.9,0.5,0.6,0.9,0.5,0.0,0.1,0.0,0.7,0.9,0.4,0.0,0.0,0.0,0.0,0.0
240628_03_AB407_SC.XLSX,0.0,0.0,0.2,0.4,0.4,0.0,0.6,1.0,0.6,0.2,0.1,0.7,0.0,0.3,0.8,0.5,0.7,0.8,0.5,0.1,0.2,0.0,0.8,0.6,0.0,0.0,0.0,0.0,0.0,0.0
240628_04_AB401_SZ.XLSX,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.1,0.6,0.5,0.3,0.1,0.0,0.0,0.0,0.0,0.0
240628_04_AB402_SC.XLSX,0.0,0.0,0.6,0.0,0.4,0.0,0.6,0.6,0.6,0.0,0.2,0.8,0.0,0.2,1.0,0.8,0.8,1.0,0.8,0.0,0.2,0.1,0.6,0.5,0.0,0.0,0.0,0.0,0.0,0.0
240628_04_AB409_JF.XLSX,0.0,0.2,0.1,0.1,0.6,0.2,0.2,0.1,0.0,0.0,0.7,0.2,0.1,0.7,0.9,0.2222222222222222,0.3,1.0,0.3,0.0,0.1,0.1,0.5,0.2,0.2,0.0,0.0,0.0,0.0,0.0
240628_05_AB403_SZ.XLSX,0.0,0.0,0.3,0.0,0.7,0.0,0.3,0.3,0.3,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.3,0.0,0.0,0.6,0.4,0.0,0.0,0.0,0.0,0.0
240628_05_AB405_JF.XLSX,0.0,0.0,0.1,0.0,0.9,0.0,0.1,0.1,0.1,0.0,0.1,0.9,0.0,0.1,1.0,0.9,0.9,1.0,0.9,0.0,0.3,0.4,0.5,0.4,0.3,0.0,0.0,0.0,0.0,0.0
240628_05_AB405_SC.XLSX,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1,0.3,0.6,0.0,0.4,0.9,0.5,0.6,0.9,0.5,0.1,0.3,0.3,0.5,0.3,0.2,0.0,0.0,0.0,0.0,0.0
240701_01_AA406_JF.XLSX,0.0,0.1,0.3,0.0,0.6,0.1,0.3,0.2,0.2,0.0,0.3,0.7,0.0,0.3,1.0,0.7,0.7,1.0,0.7,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.5,0.0,0.0,0.0
240701_01_AA407_LL.XLSX,0.0,0.1,0.2,0.0,0.8,0.1,0.2,0.0,0.0,0.0,0.2,0.8,0.0,0.2,1.0,0.8,0.8,1.0,0.8,0.1,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0
240701_01_AA408_AB.XLSX,0.0,0.1,0.4,0.0,0.5,0.1,0.4,0.3,0.3,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.2,0.0,0.0,0.1,0.7,0.0,0.0,0.0,0.0,0.0,0.0
240701_02_AA401_AB.XLSX,0.0,0.0,0.1,0.0,0.9,0.0,0.1,0.1,0.1,0.0,0.2,0.8,0.0,0.2,1.0,0.8,0.8,1.0,0.8,0.7,0.1,0.0,0.6,0.0,0.0,0.0,0.1,0.0,0.0,0.0
240701_02_AA401_JF.XLSX,0.0,0.1,0.2,0.0,0.7,0.1,0.2,0.1,0.1,0.0,0.4,0.6,0.0,0.4,1.0,0.6,0.6,1.0,0.6,0.0,0.0,0.2,0.3,0.2,0.1,0.0,0.2,0.1,0.0,0.0
240701_02_AA402_LL.XLSX,0.0,0.1,0.0,0.0,0.9,0.1,0.0,-0.1,-0.1,0.0,0.1,0.9,0.0,0.1,1.0,0.9,0.9,1.0,0.9,0.0,0.0,0.1,0.1,0.6,0.0,0.0,0.0,0.0,0.0,0.0
240701_03_AA409_AB.XLSX,0.0,0.0,0.7,0.1,0.3,0.0,0.7,0.8,0.7,0.0,0.1,0.9,0.0,0.1,1.0,0.9,0.9,1.0,0.9,0.0,0.1,0.1,0.3,0.8,0.0,0.1,0.0,0.2,0.0,0.0
240701_03_AA411_JF.XLSX,0.0,0.2,0.0,0.0,0.8,0.2,0.0,-0.2,-0.2,0.0,0.2,0.8,0.0,0.2,1.0,0.8,0.8,1.0,0.8,0.0,0.4,0.0,0.2,0.4,0.2,0.0,0.1,0.0,0.0,0.0
240701_03_AA411_LL.XLSX,0.0,0.0,0.1,0.0,0.9,0.0,0.1,0.1,0.1,0.0,0.3,0.7,0.0,0.3,1.0,0.7,0.7,1.0,0.7,0.0,0.1,0.0,0.4,0.4,0.1,0.0,0.1,0.0,0.0,0.0
240701_04_AA305_JF.XLSX,0.0,0.0,0.1,0.0,0.9,0.0,0.1,0.1,0.1,0.0,0.2,0.8,0.0,0.2,1.0,0.8,0.8,1.0,0.8,0.0,0.3,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0
240701_04_AA309_AB.XLSX,0.0,0.0,0.8,0.0,0.2,0.0,0.8,0.8,0.8,0.0,0.4,0.6,0.0,0.4,1.0,0.6,0.6,1.0,0.6,0.0,0.9,0.3,0.2,0.7,0.1,0.0,0.1,0.0,0.0,0.0
240701_04_AA309_LL.XLSX,0.0,0.1,0.2,0.3,0.5,0.1,0.4,0.6,0.3,0.2,0.8,0.0,0.0,1.0,0.8,-0.2,0.0,0.8,-0.2,0.2,0.9,0.3,0.3,0.6,0.1,0.0,0.0,0.0,0.0,0.0
240701_05_AA305_AB.XLSX,0.0,0.0,0.1,0.0,0.9,0.0,0.1,0.1,0.1,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.3,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
