IDN,NEFNNR,NEFNR,NEFPR,NEFPPR,NEFNENR,NEFNCR,NEFPCR,NEFER,NEFECR,NITDR,NITFR,NITAR,NITMR,NITCDFR,NITCFAR,NITER,NITAIR,NITCFAIR,NITEIR,NPDRR,NPDDR,NAMBR,NAFR,NIPPR,NIPDR,NIDGR,NIDPR,NIDDR,NTRANS,NINTER
06_06_03_AB101_JIN.xlsx,0.0,0.1,0.2,0.4,0.4,0.1,0.6,0.8,0.4,0.1,0.2,0.7,0.0,0.3,0.9,0.6,0.7,0.9,0.6,0.0,0.0,0.1,0.4,0.7,0.2,0.0,0.1,0.0,0.0,0.0
06_06_04_AB108_GP.xlsx,0.0,0.0,0.3,0.0,0.7,0.0,0.3,0.3,0.3,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.4,0.4,0.1,0.3,0.9,0.2,0.0,0.0,0.0,0.0,0.0
06_06_05_AB102_JIN.xlsx,0.0,0.0,0.3,0.4,0.3,0.0,0.7,1.1,0.7,0.0,0.3,0.7,0.0,0.3,1.0,0.7,0.7,1.0,0.7,0.1,0.1,0.1,0.6,0.7,0.2,0.0,0.0,0.0,1.0,0.0
06_06_06_AB103_GP.xlsx,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3,0.3,0.5,0.2,0.5,0.7,0.25,0.6,0.8,0.4,0.2,0.1,0.1,0.2,0.7,0.3,0.0,0.0,0.0,0.0,0.0
06_06_07_AB105_JIN.xlsx,0.0,0.0,0.0,0.6,0.4,0.0,0.6,1.2,0.6,0.0,0.2,0.8,0.0,0.2,1.0,0.8,0.8,1.0,0.8,0.0,0.0,0.0,0.0,0.7,0.1,0.2,0.2,0.1,1.0,0.0
06_07_01_AA107_JIN.xlsx,0.0,0.1,0.2,0.1,0.6,0.1,0.3,0.3,0.2,0.5,0.4,0.1,0.0,0.9,0.5,-0.4,0.1,0.5,-0.4,0.3,0.4,0.0,0.6,0.6,0.1,0.0,0.0,0.3,0.0,0.0
06_07_01_AA108_MAC.xlsx,0.0,0.0,0.4,0.0,0.6,0.0,0.4,0.4,0.4,0.1,0.6,0.3,0.2,0.7,0.8,0.125,0.4,0.9,0.3,0.4,0.2,0.1,0.1,0.4,0.7,0.0,0.0,0.0,0.0,0.0
06_07_02_AA106_JDA.xlsx,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.7,0.1,0.3,0.6666666666666666,0.9,1.0,0.9,0.0,0.0,0.0,0.9,0.1,0.0,0.1,0.0,0.0,0.0,0.0
06_07_02_AA106_MAC.xlsx,0.0,0.0,0.1,0.0,0.9,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.9,0.0,0.1,1.0,1.0,1.0,1.0,0.0,0.1,0.0,0.6,0.1,0.0,0.3,0.0,0.0,0.0,0.0
06_07_03_AA104_JIN.xlsx,0.1,0.1,0.4,0.2,0.4,0.2,0.6,0.3,0.2,0.1,0.3,0.6,0.0,0.4,0.9,0.5,0.6,0.9,0.5,0.0,0.1,0.2,0.0,0.9,0.1,0.0,0.0,0.0,0.0,0.0
06_07_03_AA104_MAC.xlsx,0.0,0.2,0.4,0.0,0.5,0.2,0.4,0.1,0.1,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.1,0.2,0.0,0.7,0.0,0.1,0.0,0.0,0.0,0.0
06_07_04_AA101_JDA.xlsx,0.0,0.0,0.0,0.1,0.9,0.0,0.1,0.2,0.1,0.0,0.2,0.8,0.0,0.2,1.0,0.8,0.8,1.0,0.8,0.0,0.2,0.0,0.0,0.7,0.2,0.0,0.1,0.0,0.0,0.0
06_07_04_AA103_MAC.xlsx,0.0,0.0,0.1,0.0,0.9,0.0,0.1,0.1,0.1,0.0,0.7,0.1,0.2,0.7,0.8,0.125,0.3,1.0,0.3,0.2,0.3,0.0,0.0,0.7,0.0,0.5,0.0,0.0,0.0,0.0
06_07_05_AA202_JIN.xlsx,0.0,0.3,0.3,0.0,0.5,0.3,0.3,-0.1,-0.1,0.1,0.3,0.6,0.0,0.4,0.9,0.5,0.6,0.9,0.5,0.0,0.2,0.1,0.7,0.1,0.5,0.0,0.3,0.0,0.0,3.0
06_07_06_AA204_JDA.xlsx,0.0,0.1,0.0,0.0,0.9,0.1,0.0,-0.1,-0.1,0.0,0.0,0.1,0.9,0.0,0.1,1.0,1.0,1.0,1.0,0.0,0.1,0.0,0.0,0.1,0.1,0.0,0.3,0.0,0.0,7.0
06_07_06_AA204_JIN.xlsx,0.0,0.2,0.2,0.0,0.7,0.2,0.2,-0.1,-0.1,0.0,0.2,0.1,0.7,0.2,0.3,0.3333333333333333,0.8,1.0,0.8,0.0,0.3,0.0,0.0,0.1,0.1,0.0,0.3,0.1,0.0,6.0
06_07_07_AA202_MAC.xlsx,0.0,0.1,0.1,0.0,0.8,0.1,0.1,0.0,0.0,0.1,0.4,0.2,0.3,0.5,0.6,0.14285714285714285,0.5,0.9,0.4,0.0,0.5,0.0,0.2,0.7,0.2,0.3,0.0,0.0,0.0,0.0
06_07_07_AA204_JDA.xlsx,0.0,0.0,0.2,0.0,0.8,0.0,0.2,0.2,0.2,0.3,0.1,0.3,0.5,0.4,0.4,0.0,0.7,0.8,0.5,0.1,0.2,0.1,0.1,0.7,0.1,0.1,0.0,0.0,0.0,0.0
06_08_01_BB13_JDA.xlsx,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2,0.5,0.3,0.0,0.7,0.8,0.1,0.3,0.8,0.1,0.0,0.0,0.0,0.5,0.5,0.3,0.0,0.1,0.0,0.0,0.0
06_08_02_BB15_JIN.xlsx,0.0,0.0,0.5,0.0,0.5,0.0,0.5,0.5,0.5,0.0,0.2,0.7,0.1,0.2,0.9,0.7777777777777778,0.8,1.0,0.8,0.0,0.0,0.0,0.5,0.3,0.3,0.0,0.0,0.1,0.0,0.0
06_08_03_BB09_JDA.xlsx,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.8,0.2,0.1,0.0,0.0,0.0,1.0
06_08_04_BB13_JIN.xlsx,0.0,0.2,0.1,0.6,0.1,0.2,0.7,1.1,0.5,0.3,0.4,0.2,0.1,0.7,0.6,-0.1111111111111111,0.3,0.7,0.0,0.3,0.2,0.8,0.2,0.7,0.3,0.2,0.2,0.0,1.0,0.0
06_08_05_BB02_JDA.xlsx,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1,0.3,0.6,0.0,0.4,0.9,0.5,0.6,0.9,0.5,0.0,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
06_08_06_BB04_JIN.xlsx,0.0,0.0,0.2,0.2,0.6,0.0,0.4,0.6,0.4,0.0,0.2,0.5,0.3,0.2,0.7,0.7142857142857143,0.8,1.0,0.8,0.6,0.7,0.2,0.2,0.1,0.2,0.1,0.5,0.3,1.0,2.0
06_09_01_BA201_ZVT.xlsx,0.0,0.6,0.1,0.1,0.3,0.6,0.2,-0.4,-0.5,0.0,0.8,0.1,0.1,0.8,0.9,0.1111111111111111,0.2,1.0,0.2,0.5,0.0,0.5,0.4,0.6,0.5,0.0,0.0,0.0,0.0,0.0
06_09_01_BA202_JIN.xlsx,0.1,0.4,0.0,0.0,0.5,0.5,0.0,-0.6,-0.5,0.4,0.2,0.4,0.0,0.6,0.6,0.0,0.4,0.6,0.0,0.0,0.0,0.2,0.6,0.2,0.0,0.0,0.2,0.1,1.0,0.0
06_09_02_BA204_MD.xlsx,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.2,0.8,0.0,0.0,1.0,0.8,-0.2,0.0,0.8,-0.2,0.0,0.0,0.0,0.0,0.7,0.1,0.0,0.3,0.0,0.0,0.0
06_09_02_BA204_ZVT.xlsx,0.0,0.3,0.5,1.0,0.0,0.3,1.0,1.1,0.4,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.1,0.3,0.0,0.0,0.0,0.0
06_09_03_BA203_MD.xlsx,0.0,0.0,0.4,0.0,0.6,0.0,0.4,0.4,0.4,0.1,0.4,0.5,0.0,0.5,0.9,0.4,0.5,0.9,0.4,0.0,0.1,0.2,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0
06_09_04_BA205_JIN.xlsx,0.0,0.0,0.3,0.0,0.7,0.0,0.3,0.3,0.3,0.0,0.2,0.8,0.0,0.2,1.0,0.8,0.8,1.0,0.8,0.2,0.3,0.3,0.4,0.2,0.5,0.0,0.0,0.0,1.0,0.0
06_14_01_AA105_MAC.xlsx,0.4,0.1,0.0,0.1,0.4,0.5,0.1,-0.7,-0.4,0.0,0.3,0.2,0.5,0.3,0.5,0.4,0.7,1.0,0.7,0.1,0.4,0.2,0.2,0.3,0.0,0.0,0.0,0.3,0.0,0.0
06_14_02_AA103_JIN.xlsx,0.0,0.0,0.3,0.1,0.6,0.0,0.4,0.5,0.4,0.0,0.1,0.9,0.0,0.1,1.0,0.9,0.9,1.0,0.9,0.0,0.0,0.0,0.5,0.3,0.0,0.1,0.0,0.0,0.0,0.0
06_14_03_AA101_MAC.xlsx,0.0,0.1,0.2,0.0,0.8,0.1,0.2,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.9,1.0,1.0,1.0,1.0,0.0,0.3,0.0,0.0,0.8,0.2,0.1,0.0,0.0,0.0,0.0
06_14_04_AA106_JIN.xlsx,0.0,0.0,0.2,0.4,0.4,0.0,0.6,1.0,0.6,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.1,0.4,0.0,0.3,0.8,0.1,0.0,0.0,0.0,1.0,0.0
06_15_01_BB07_JIN.xlsx,0.0,0.2,0.0,0.3,0.5,0.2,0.3,0.4,0.1,0.2,0.2,0.6,0.0,0.4,0.8,0.4,0.6,0.8,0.4,0.0,0.3,0.0,0.7,0.4,0.5,0.0,0.2,0.0,1.0,1.0
06_15_02_BB01_JDA.xlsx,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.7,0.3,0.3,0.0,0.7,1.0,0.7,0.3,0.5,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06_15_03_BB05_JIN.xlsx,0.0,0.0,0.5,0.3,0.2,0.0,0.8,1.1,0.8,0.3,0.2,0.5,0.0,0.5,0.7,0.2,0.5,0.7,0.2,0.1,0.3,0.0,0.9,0.1,0.5,0.0,0.1,0.1,0.0,0.0
06_15_04_BB06_JDA.xlsx,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,1.0,0.1,-0.9,0.0,0.1,-0.9,0.4,0.2,0.0,0.3,0.4,0.0,0.0,0.0,0.0,0.0,0.0
06_15_05_BB08_JIN.xlsx,0.0,0.0,0.1,0.5,0.4,0.0,0.6,1.1,0.6,0.5,0.1,0.1,0.3,0.6,0.2,-0.5714285714285714,0.4,0.5,-0.1,0.0,0.9,0.2,0.3,0.6,0.1,0.0,0.1,0.2,1.0,1.0
06_15_06_BB11_JDA.xlsx,0.0,0.0,0.5,0.0,0.5,0.0,0.5,0.5,0.5,0.1,0.1,0.5,0.3,0.2,0.6,0.5714285714285714,0.8,0.9,0.7,0.1,0.4,0.1,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
06_15_07_BB14_JIN.xlsx,0.0,0.0,0.1,0.0,0.9,0.0,0.1,0.1,0.1,0.0,0.4,0.6,0.0,0.4,1.0,0.6,0.6,1.0,0.6,0.0,0.4,0.0,0.3,0.3,0.0,0.1,0.0,0.0,1.0,0.0
06_16_01_BA105_JIN.xlsx,0.0,0.2,0.4,0.3,0.3,0.2,0.7,0.4,0.3,0.0,0.4,0.6,0.0,0.4,1.0,0.6,0.6,1.0,0.6,0.0,0.2,0.0,0.3,0.9,0.2,0.2,0.1,0.0,1.0,0.0
06_16_01_BA105_ZVT.xlsx,0.0,0.0,0.0,0.7,0.3,0.0,0.7,1.4,0.7,0.0,0.8,0.2,0.0,0.8,1.0,0.2,0.2,1.0,0.2,0.0,0.2,0.0,0.1,0.8,0.1,0.0,0.0,0.0,0.0,0.0
06_16_02_BA104_MD.xlsx,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,1.0,0.5,0.5,1.0,0.5,0.0,0.6,0.2,0.0,0.0,0.3,0.0,0.0,0.1,0.0,0.0
06_16_03_BA103_ZVT.xlsx,0.0,0.0,0.2,0.2,0.6,0.0,0.4,0.6,0.4,0.0,0.0,0.9,0.1,0.0,0.9,1.0,1.0,1.0,1.0,0.0,0.5,0.0,0.2,0.5,0.3,0.0,0.0,0.0,0.0,0.0
06_16_04_BA105_JIN.xlsx,0.0,0.0,0.2,0.0,0.8,0.0,0.2,0.2,0.2,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0
06_16_04_BA105_MD.xlsx,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6,0.4,0.0,0.0,1.0,0.4,-0.6,0.0,0.4,-0.6,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0
06_16_05_BA104_ZVT.xlsx,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3,0.4,0.2,0.1,0.7,0.6,-0.1111111111111111,0.3,0.7,0.0,0.4,0.2,0.0,0.3,0.0,0.4,0.1,0.0,0.0,0.0,2.0
06_16_06_BA103_MD.xlsx,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.7,0.2,0.1,0.8,0.875,0.9,1.0,0.9,0.0,0.3,0.0,0.3,0.2,0.0,0.0,0.1,0.0,0.0,0.0
06_16_06_BA105_JIN.xlsx,0.0,0.1,0.1,0.0,0.8,0.1,0.1,0.0,0.0,0.0,0.2,0.8,0.0,0.2,1.0,0.8,0.8,1.0,0.8,0.1,0.3,0.2,0.8,0.4,0.2,0.0,0.0,0.1,1.0,0.0
06_16_07_BA103_JIN.xlsx,0.0,0.1,0.1,0.0,0.8,0.1,0.1,0.0,0.0,0.2,0.3,0.5,0.0,0.5,0.8,0.3,0.5,0.8,0.3,0.1,0.2,0.2,0.7,0.3,0.0,0.0,0.0,0.0,0.0,0.0
06_23_01_BB12_ZVT.xlsx,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1,0.8,0.1,0.0,0.9,0.9,0.0,0.1,0.9,0.0,0.0,0.1,0.5,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06_23_02_BB13_JIN.xlsx,0.0,0.0,0.2,0.2,0.6,0.0,0.4,0.6,0.4,0.0,0.1,0.9,0.0,0.1,1.0,0.9,0.9,1.0,0.9,0.0,0.0,0.0,0.0,0.3,0.1,0.0,0.0,0.0,0.0,0.0
06_23_03_BB03_MD.xlsx,0.0,0.0,0.2,0.0,0.8,0.0,0.2,0.2,0.2,0.3,0.6,0.1,0.0,0.9,0.7,-0.2,0.1,0.7,-0.2,0.0,0.2,0.0,0.0,0.4,0.1,0.0,0.2,0.1,0.0,0.0
06_23_03_BB03_ZVT.xlsx,0.0,0.0,0.5,0.4,0.3,0.0,0.7,1.1,0.7,0.2,0.4,0.3,0.1,0.6,0.7,0.1111111111111111,0.4,0.8,0.2,0.0,0.3,0.0,0.1,0.4,0.1,0.4,0.1,0.0,0.0,0.0
06_23_04_BB10_MD.xlsx,0.0,0.0,0.4,0.0,0.6,0.0,0.4,0.4,0.4,0.0,0.2,0.5,0.3,0.2,0.7,0.7142857142857143,0.8,1.0,0.8,0.0,0.0,0.0,0.0,0.8,0.3,0.0,0.1,0.0,0.0,0.0
06_23_04_BB10_ZVT.xlsx,0.0,0.2,0.3,0.4,0.3,0.2,0.7,0.7,0.3,0.2,0.4,0.4,0.0,0.6,0.8,0.2,0.4,0.8,0.2,0.0,0.0,0.1,0.1,0.8,0.3,0.0,0.0,0.0,0.0,0.0
06_23_05_BB01_JIN.xlsx,0.0,0.2,0.0,0.2,0.6,0.2,0.2,0.2,0.0,0.0,0.2,0.8,0.0,0.2,1.0,0.8,0.8,1.0,0.8,0.1,0.0,0.0,0.9,0.3,0.0,0.0,0.0,0.0,0.0,0.0
06_23_06_BB03_JIN.xlsx,0.1,0.1,0.4,0.2,0.3,0.2,0.6,0.4,0.3,0.0,0.5,0.6,0.1,0.5,1.0,0.5555555555555556,0.6,1.0,0.6,0.1,0.5,0.2,0.5,0.4,0.1,0.2,0.1,0.4,0.0,0.0
06_23_06_BB03_MD.xlsx,0.0,0.4,0.0,0.0,0.6,0.4,0.0,-0.4,-0.4,0.0,0.6,0.3,0.1,0.6,0.9,0.3333333333333333,0.4,1.0,0.4,0.1,0.5,0.1,0.0,0.0,0.1,0.3,0.3,0.3,0.0,0.0
06_23_07_BB11_ZVT.xlsx,0.0,0.3,0.1,0.7,0.1,0.3,0.8,0.9,0.3,0.0,0.1,0.9,0.0,0.1,1.0,0.9,0.9,1.0,0.9,0.0,0.6,0.1,0.1,0.5,0.2,0.3,0.1,0.0,0.0,0.0
06_23_08_BB15_JIN.xlsx,0.0,0.0,0.1,0.5,0.4,0.0,0.6,1.1,0.6,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8,0.0,0.0,0.9,0.0,0.4,0.0,0.1,1.0,0.0
06_23_08_BB15_MD.xlsx,0.0,0.0,0.6,0.0,0.4,0.0,0.6,0.6,0.6,0.0,0.0,0.0,1.0,0.0,0.0,,1.0,1.0,1.0,0.0,0.8,0.0,0.0,0.8,0.0,0.2,0.0,0.0,0.0,0.0
06_23_09_BB14_JIN.xlsx,0.0,0.0,0.1,0.0,0.9,0.0,0.1,0.1,0.1,0.6,0.2,0.2,0.0,0.8,0.4,-0.4,0.2,0.4,-0.4,0.0,0.0,0.0,0.7,0.2,0.0,0.0,0.0,0.1,0.0,0.0
06_23_09_BB14_ZVT.xlsx,0.0,0.0,0.3,0.0,0.7,0.0,0.3,0.3,0.3,0.8,0.2,0.0,0.0,1.0,0.2,-0.8,0.0,0.2,-0.8,0.0,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0
06_23_10_BB06_MD.xlsx,0.0,0.0,0.6,0.0,0.4,0.0,0.6,0.6,0.6,0.0,0.0,0.6,0.4,0.0,0.6,1.0,1.0,1.0,1.0,0.0,0.1,0.0,0.0,0.6,0.2,0.0,0.1,0.0,0.0,0.0
06_23_10_BB14_ZVT.xlsx,0.0,0.0,0.0,0.8,0.2,0.0,0.8,1.6,0.8,0.0,0.3,0.7,0.0,0.3,1.0,0.7,0.7,1.0,0.7,0.0,0.0,0.0,0.4,0.6,0.0,0.1,0.1,0.0,0.0,0.0
06_26_01_AA101_JIN.xlsx,0.0,0.3,0.0,0.1,0.6,0.3,0.1,-0.1,-0.2,0.0,0.2,0.8,0.0,0.2,1.0,0.8,0.8,1.0,0.8,0.0,0.0,0.1,0.6,0.3,0.2,0.0,0.0,0.0,0.0,0.0
06_26_02_AA104_JIN.xlsx,0.0,0.0,0.1,0.0,0.9,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.9,0.0,0.1,1.0,1.0,1.0,1.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.0,1.0,10.0
06_26_03_AA104_ADN.xlsx,0.0,0.0,0.5,0.0,0.5,0.0,0.5,0.5,0.5,0.0,0.1,0.6,0.3,0.1,0.7,0.8571428571428571,0.9,1.0,0.9,0.0,0.2,0.1,0.1,0.0,0.3,0.0,0.0,0.0,0.0,1.0
06_26_04_AA106_ADN.xlsx,0.0,0.0,0.2,0.3,0.6,0.0,0.4,0.7,0.4,0.6,0.3,0.0,0.1,0.9,0.3,-0.6666666666666666,0.1,0.4,-0.5,0.0,0.2,0.0,0.4,0.4,0.1,0.1,0.1,0.0,0.0,0.0
06_26_05_AA101_JIN.xlsx,0.0,0.0,0.4,0.2,0.4,0.0,0.6,0.8,0.6,0.0,0.1,0.9,0.0,0.1,1.0,0.9,0.9,1.0,0.9,0.0,0.2,0.1,0.5,0.3,0.5,0.0,0.1,0.0,0.0,0.0
06_27_01_AB205_GP.xlsx,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1,0.3,0.2,0.4,0.4,0.5,0.16666666666666666,0.6,0.9,0.5,0.0,0.1,0.4,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0
06_27_01_AB205_ZVT.xlsx,0.0,0.0,0.3,0.2,0.6,0.0,0.4,0.6,0.4,0.0,0.3,0.7,0.0,0.3,1.0,0.7,0.7,1.0,0.7,0.0,0.1,0.4,0.5,0.4,0.4,0.0,0.0,0.0,0.0,0.0
06_27_02_AB207_JIN.xlsx,0.0,0.1,0.6,0.3,0.1,0.1,0.8,1.0,0.7,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.3,0.2,0.9,0.0,0.0,0.0,0.0,0.0
06_27_03_AB203_ZVT.xlsx,0.0,0.0,0.0,0.3,0.7,0.0,0.3,0.6,0.3,0.2,0.7,0.1,0.0,0.9,0.8,-0.1,0.1,0.8,-0.1,0.0,0.0,0.1,0.7,0.4,0.0,0.0,0.0,0.0,0.0,0.0
06_27_03_AB206_GP.xlsx,0.0,0.0,0.1,0.0,0.9,0.0,0.1,0.1,0.1,0.0,0.2,0.8,0.0,0.2,1.0,0.8,0.8,1.0,0.8,0.0,0.0,0.3,0.3,0.5,0.1,0.0,0.0,0.0,0.0,0.0
06_27_04_AB201_JIN.xlsx,0.0,0.1,0.1,0.7,0.1,0.1,0.8,1.4,0.7,0.0,0.1,0.9,0.0,0.1,1.0,0.9,0.9,1.0,0.9,0.0,0.0,0.0,0.9,0.9,0.6,0.0,0.0,0.0,0.0,0.0
06_27_04_AB207_GP.xlsx,0.0,0.0,0.1,0.2,0.7,0.0,0.3,0.5,0.3,0.1,0.0,0.9,0.0,0.1,0.9,0.8,0.9,0.9,0.8,0.0,0.0,0.0,0.2,0.7,0.5,0.0,0.0,0.0,0.0,0.0
06_27_05_AB202_ZVT.xlsx,0.0,0.1,0.3,0.1,0.5,0.1,0.4,0.4,0.3,0.0,0.6,0.4,0.0,0.6,1.0,0.4,0.4,1.0,0.4,0.0,0.0,0.0,0.8,0.7,0.1,0.0,0.0,0.0,0.0,0.0
06_27_06_AB205_GP.xlsx,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1,0.3,0.1,0.5,0.4,0.4,0.0,0.6,0.9,0.5,0.0,0.0,0.3,0.0,0.2,0.2,0.0,0.0,0.1,0.0,0.0
06_27_06_AB206_JIN.xlsx,0.0,0.2,0.0,0.0,0.8,0.2,0.0,-0.2,-0.2,0.0,0.1,0.4,0.5,0.1,0.5,0.8,0.9,1.0,0.9,0.0,0.0,0.0,0.1,0.4,0.1,0.0,0.0,0.1,1.0,5.0
06_29_01_BB02_ZVT.xlsx,0.0,0.0,0.1,0.0,0.9,0.0,0.1,0.1,0.1,0.0,0.3,0.7,0.0,0.3,1.0,0.7,0.7,1.0,0.7,0.0,0.0,0.0,0.7,0.0,0.4,0.0,0.0,0.0,0.0,0.0
06_29_01_BB04_JIN.xlsx,0.0,0.0,0.0,0.8,0.2,0.0,0.8,1.6,0.8,0.0,0.1,0.8,0.1,0.1,0.9,0.8888888888888888,0.9,1.0,0.9,0.2,0.8,0.4,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06_29_01_BB16_JDA.xlsx,0.0,0.0,0.3,0.0,0.7,0.0,0.3,0.3,0.3,0.0,0.4,0.6,0.0,0.4,1.0,0.6,0.6,1.0,0.6,0.0,0.1,0.2,0.6,0.1,0.0,0.0,0.0,0.0,0.0,0.0
06_29_02_BB05_JDA.xlsx,0.0,0.0,0.1,0.0,0.9,0.0,0.1,0.1,0.1,0.0,0.3,0.7,0.0,0.3,1.0,0.7,0.7,1.0,0.7,0.0,0.0,0.3,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06_29_02_BB07_GP.xlsx,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.9,0.0,0.1,1.0,0.9,0.9,1.0,0.9,0.0,0.0,0.3,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06_29_03_BB08_JIN.xlsx,0.0,0.0,0.5,0.5,0.0,0.0,1.0,1.5,1.0,0.6,0.0,0.4,0.0,0.6,0.4,-0.2,0.4,0.4,-0.2,0.0,0.1,0.1,0.0,1.0,0.1,0.1,0.0,0.0,1.0,0.0
06_29_03_BB08_ZVT.xlsx,0.0,0.0,0.5,0.5,0.0,0.0,1.0,1.5,1.0,0.5,0.0,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.1,0.1,0.1,0.2,0.9,0.0,0.0,0.0,0.0,0.0,0.0
06_29_03_BB09_GP.xlsx,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1,0.1,0.8,0.0,0.2,0.9,0.7,0.8,0.9,0.7,0.1,0.0,0.2,0.0,0.3,0.3,0.0,0.1,0.0,0.0,1.0
06_29_04_BB07_JDA.xlsx,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2,0.5,0.0,0.3,0.7,0.5,-0.2857142857142857,0.3,0.8,0.1,0.1,0.1,0.2,0.3,0.2,0.2,0.0,0.0,0.0,0.0,0.0
06_29_04_BB07_ZVT.xlsx,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2,0.6,0.2,0.0,0.8,0.8,0.0,0.2,0.8,0.0,0.1,0.1,0.4,0.5,0.2,0.4,0.0,0.0,0.0,0.0,0.0
06_29_04_BB10_GP.xlsx,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2,0.1,0.6,0.1,0.3,0.7,0.4444444444444444,0.7,0.8,0.5,0.0,0.0,0.0,0.0,0.6,0.3,0.0,0.0,0.0,0.0,1.0
06_29_05_BB12_GP.xlsx,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2,0.2,0.4,0.2,0.4,0.6,0.25,0.6,0.8,0.4,0.0,0.4,0.4,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06_29_05_BB16_JIN.xlsx,0.0,0.0,0.3,0.3,0.4,0.0,0.6,0.9,0.6,0.0,0.1,0.9,0.0,0.1,1.0,0.9,0.9,1.0,0.9,0.0,0.3,0.0,0.4,0.6,0.4,0.0,0.0,0.0,0.0,0.0
06_29_06_BB01_JDA.xlsx,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.7,0.0,0.0,0.2,0.6,0.0,0.1,0.0,0.0,0.0
06_29_06_BB04_ZVT.xlsx,0.0,0.0,0.3,0.6,0.3,0.0,0.7,1.3,0.7,0.8,0.2,0.0,0.0,1.0,0.2,-0.8,0.0,0.2,-0.8,0.2,0.2,0.1,0.7,0.6,0.0,0.4,0.0,0.0,0.0,0.0
06_29_06_BB05_JIN.xlsx,0.0,0.0,0.3,0.0,0.7,0.0,0.3,0.3,0.3,0.0,0.1,0.8,0.1,0.1,0.9,0.8888888888888888,0.9,1.0,0.9,0.0,0.5,0.1,0.1,0.3,0.1,0.2,0.0,0.0,1.0,2.0
